,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,reco_primary_pix,reco_total_pix,reco_primary_deposition,reco_total_deposition,true_primary_pix,true_total_pix,true_primary_deposition,true_total_deposition,ke,true_ke
182,81,84,0.9000244140625,True,True,True,[50],[0.74025977],73,73,16.891460418701172,16.891460418701172,61,61,15.51468276977539,15.51468276977539,20.876155853271484,25.41821749468301
183,82,25,0.3000030517578125,True,True,True,[31],[0.8214286],104,104,28.599992752075195,28.599992752075195,100,100,24.349411010742188,24.349411010742188,35.34673309326172,31.09504308832177
184,83,19,0.2999267578125,False,True,True,[28 27],[0.8682635  0.00514139],103,157,24.110624313354492,42.45011901855469,97,155,22.43867301940918,41.19956970214844,52.46410369873047,44.98057782473153
185,83,20,0.300048828125,False,True,True,[29],[0.87401575],118,118,29.430137634277344,29.430137634277344,120,120,28.790977478027344,28.790977478027344,36.37270736694336,33.77420476103542
186,83,27,inf,False,False,True,[82],[0.17857143],5,5,4.301323413848877,4.301323413848877,-1,-1,-1.0,-1.0,5.316005706787109,-1.0
187,84,3,0.29998779296875,True,False,True,[53 97],[0.58762884 0.16666667],3,79,1.1540136337280273,31.943252563476562,16,75,4.250139236450195,18.775714874267578,39.478668212890625,21.313610630958685
188,84,5,0.29998779296875,True,True,True,[125],[0.875],44,81,16.307872772216797,28.798206329345703,45,84,15.441178321838379,27.74305534362793,35.591705322265625,41.514794864379645
189,84,41,0.4242575950931961,False,False,True,[109],[0.75],26,26,11.582878112792969,11.582878112792969,30,30,11.115361213684082,11.115361213684082,14.315279960632324,41.346662915861245
190,84,44,0.29998779296875,True,False,True,[124],[0.76785713],186,186,48.383087158203125,48.383087158203125,210,210,38.92689895629883,38.92689895629883,59.796661376953125,45.61511413741196
191,84,99,inf,False,True,True,[141],[0.8611111],51,65,21.232284545898438,27.604616165161133,0,69,0.0,21.564985275268555,34.116546630859375,30.94772669054033
