,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,primary_pix,total_pix,primary_deposition,total_deposition,ke
421,160,79,0.29998779296875,True,False,True,[0],[0.40875912],21,128,4.304422855377197,31.39305877685547,38.16146968657797
422,160,81,0.29998779296875,True,True,True,[3],[0.9187817],159,189,36.60637664794922,43.130157470703125,49.961420279014476
423,161,33,0.3000030517578125,False,True,True,[64 65],[8.1690139e-01 5.4347824e-04],112,134,26.526700973510742,31.47344207763672,34.12784181757047
424,161,49,inf,False,False,True,[72 73],[0.78350514 0.02365591],92,92,18.372833251953125,18.372833251953125,47.65247276919832
425,161,53,0.29998779296875,True,True,True,[26],[0.78688526],50,50,15.838790893554688,15.838790893554688,20.154850185606648
426,161,81,0.3000030517578125,True,True,True,[17 19],[0.7692308 0.0036846],119,155,22.127225875854492,31.074966430664062,33.60763973971211
427,161,95,0.29998779296875,True,True,True,[59 60],[0.7457627  0.00177936],56,107,23.454200744628906,40.24728012084961,47.4449416144358
428,162,39,0.29998779296875,False,True,True,[116 117],[0.7927461  0.00986842],165,179,36.76426315307617,39.588584899902344,45.46595677374661
429,162,52,0.29998779296875,True,True,True,[121 122],[0.26027396 0.00911577],33,33,9.20194149017334,9.20194149017334,31.426458520017576
430,163,71,0.3000030517578125,True,False,True,[50],[0.85365856],38,38,15.81966781616211,15.81966781616211,31.024983176064243
431,163,72,0.29998779296875,True,True,True,[2],[0.85],171,171,34.802650451660156,34.802650451660156,41.63494343557342
432,164,62,0.29998779296875,True,True,True,[0 2],[0.75       0.00685714],22,124,4.261655330657959,30.650745391845703,41.148257995826675
433,164,64,0.29998779296875,True,True,True,[69],[0.09855072],35,35,8.980606079101562,8.980606079101562,10.29623912046842
434,164,112,0.6707930974982584,True,True,True,[12],[0.9351351],165,177,37.736122131347656,40.91169738769531,49.34588720029026
435,165,95,0.300048828125,True,True,True,[20 14 19],[6.4393938e-01 2.2916667e-01 5.9594755e-04],99,129,26.26559829711914,35.14153289794922,45.56198494289655
436,166,51,0.29998779296875,True,True,True,[60 61],[0.67058825 0.00388802],134,134,23.705013275146484,23.705013275146484,40.679455018162194
437,167,39,0.29998779296875,True,True,True,[95],[0.704],102,102,18.7443904876709,18.7443904876709,32.07098155277125
438,167,46,0.29998779296875,True,True,True,[52 53],[0.9        0.00098328],179,179,35.41040802001953,35.41040802001953,42.110919510159974
439,167,73,1.5000061035652954,True,False,True,[99],[0.724359],117,144,22.22639274597168,30.91868019104004,34.49063557773697
440,167,93,0.29998779296875,True,True,True,[97 98],[0.7777778  0.00636267],163,163,30.63632583618164,30.63632583618164,41.14532593631821
441,167,99,0.424289965930668,True,False,True,[112],[0.88372093],118,118,25.522960662841797,25.522960662841797,33.48446979172621
442,167,102,0.300018310546875,True,True,True,[31 76],[0.73224044 0.00224215],34,167,7.610398292541504,39.7142333984375,46.98209153134603
443,167,107,0.3000030517578125,True,True,True,[48 51],[0.77678573 0.00327869],63,102,18.958267211914062,31.61182403564453,37.29116404468057
444,167,114,0.29998779296875,True,True,True,[34],[0.80662984],72,165,18.792377471923828,39.02984619140625,50.99336890707016
445,168,59,0.899993896484375,True,True,True,[41],[0.734375],52,52,9.621346473693848,9.621346473693848,14.347238089163113
446,168,77,0.3000030517578125,True,False,True,[123 124],[0.72727275 0.0057971 ],30,30,10.648385047912598,10.648385047912598,31.161289142837937
447,168,139,0.29998779296875,True,True,True,[39 40],[0.7861635  0.00101626],130,130,26.743877410888672,26.743877410888672,31.259685467990852
448,168,146,0.29998779296875,True,False,True,[83 82 81],[0.7407407  0.05472637 0.0173913 ],100,100,18.754152297973633,18.754152297973633,46.992565177801936
449,169,29,0.2999267578125,False,True,True,[98 97],[0.4051724  0.08403362],57,117,13.148921012878418,33.7893180847168,43.51721553346064
450,169,34,0.3000030517578125,False,True,True,[102],[0.79432625],84,122,33.94936752319336,43.29220199584961,47.28029979008362
451,170,138,0.29998779296875,True,True,True,[42 43],[0.82894737 0.01869159],71,71,15.147467613220215,15.147467613220215,19.5545002239609
452,171,32,0.3000030517578125,False,True,True,[13 14],[0.71590906 0.00200884],77,77,17.871061325073242,17.871061325073242,20.60082048606148
453,171,58,0.29998779296875,True,False,True,[60],[0.7923077],98,111,17.402870178222656,21.180788040161133,25.353624102414074
454,171,66,0.3000030517578125,True,True,True,[11],[0.8292683],35,35,6.407290935516357,6.407290935516357,17.800214310955354
455,171,72,inf,False,False,True,[44],[0.88372093],40,40,14.111871719360352,14.111871719360352,36.62633900712786
456,172,41,0.29998779296875,True,True,True,[37 36],[0.7282609  0.05434782],88,170,19.13667106628418,36.258365631103516,42.48098180874583
457,172,48,0.29998779296875,True,True,True,[47 48],[0.6393443  0.00576701],54,54,11.611461639404297,11.611461639404297,18.26959734268482
458,172,62,0.29998779296875,True,True,True,[49 52],[8.5987264e-01 3.6724200e-04],144,144,38.873191833496094,38.873191833496094,52.1033397617806
459,173,98,0.29998779296875,True,True,True,[ 99 100],[0.72727275 0.01554404],61,73,12.526700019836426,15.107316017150879,26.607340849582634
460,173,143,0.3000030517578125,True,True,True,[32 33],[0.7962963  0.00353982],30,103,8.176434516906738,28.008769989013672,39.156325080059
461,174,29,0.3000030517578125,True,True,True,[87 88],[0.8373494  0.00179533],132,155,26.8867244720459,32.10820007324219,40.998388648766394
462,174,44,0.3000030517578125,True,True,True,[108],[0.85820895],127,127,23.796920776367188,23.796920776367188,32.20981639002773
463,174,70,0.29998779296875,True,True,True,[85 86],[0.8145161  0.01660281],92,121,17.417570114135742,25.782508850097656,51.18390514795392
464,174,77,0.29998779296875,True,True,True,[82 84],[0.7763158  0.00244073],111,140,24.017915725708008,31.692264556884766,38.02118722139816
465,175,32,1.79998779296875,True,False,True,[115 139],[0.5882353 0.2195122],41,41,21.591543197631836,21.591543197631836,28.985589798363605
466,175,56,0.29998779296875,True,True,True,[53],[0.6],28,28,12.475820541381836,12.475820541381836,26.962716021472502
467,175,72,0.3000030517578125,True,True,True,[89 90],[0.73394495 0.00368664],36,102,7.436886787414551,25.1373348236084,32.9759643376886
468,175,102,inf,False,False,True,[80],[0.78723407],83,83,16.245502471923828,16.245502471923828,43.02868052950382
469,175,111,inf,False,False,True,[26],[0.8446602],96,96,21.825458526611328,21.825458526611328,48.90954184885148
470,176,119,0.3000030517578125,True,True,True,[116 117],[0.8095238  0.00819672],64,98,22.381362915039062,33.920692443847656,39.20630112937917
471,176,122,0.29998779296875,True,True,True,[112 114],[0.89908254 0.0021254 ],105,105,26.802438735961914,26.802438735961914,37.201241935314535
472,177,92,0.29998779296875,True,True,True,[74 75],[0.8088235  0.00526316],75,186,14.406675338745117,41.881282806396484,49.8493004885361
473,178,74,0.29998779296875,True,True,True,[94 95],[0.7676768  0.00247831],96,96,17.92962646484375,17.92962646484375,19.7332954809759
474,178,86,0.29998779296875,True,False,True,[47 48],[0.852349   0.03184713],144,144,34.51215362548828,34.51215362548828,43.295883292018594
475,178,87,1.6155630432309365,True,True,True,[45],[0.8308458],158,185,31.522693634033203,39.328224182128906,48.29445804877558
476,179,48,0.2999267578125,True,True,True,[63 66],[7.9194629e-01 5.0454086e-04],104,135,23.28564453125,31.193193435668945,42.47007043703035
477,181,45,0.29998779296875,True,True,True,[13],[0.8039216],67,99,20.178577423095703,32.178611755371094,43.393866656324164
478,181,46,0.29998779296875,True,True,True,[57 58],[0.8114754  0.00256849],90,109,19.33323097229004,27.060972213745117,36.801316172767514
479,181,77,0.29998779296875,True,False,True,[0 1],[0.84745765 0.00109409],23,55,8.934287071228027,18.15376091003418,32.99580397104855
480,182,44,0.29998779296875,True,True,True,[18 20],[0.74025977 0.00213858],69,69,15.130949020385742,15.130949020385742,16.350269078016005
481,182,66,0.29999542236328125,True,True,True,[93 94],[0.75       0.00835073],39,39,14.972198486328125,14.972198486328125,48.78478496085705
482,182,71,0.29998779296875,True,True,True,[16],[0.84671533],70,123,16.26938819885254,31.245080947875977,39.395162321378535
483,183,41,0.2999267578125,True,True,True,[90 93],[0.7368421  0.00169205],42,106,18.237276077270508,34.90689468383789,42.10929970294572
484,183,67,0.29998779296875,True,True,True,[18 19],[0.82608694 0.00130548],108,108,27.625497817993164,27.625497817993164,34.673831349480174
485,184,37,0.3000030517578125,True,True,True,[41],[0.84444445],64,162,15.478288650512695,37.60958480834961,43.51865552266811
486,184,41,0.29998779296875,True,True,True,[56 57],[7.4647886e-01 4.6576618e-04],57,57,21.039142608642578,21.039142608642578,24.511269827315036
487,185,37,0.29998779296875,True,True,True,[0 1],[0.88235295 0.00266667],133,147,27.327449798583984,32.37928771972656,43.652730041226874
488,185,55,0.29998779296875,True,True,True,[6],[0.6944444],76,116,19.273296356201172,31.59238624572754,49.62928870834125
489,185,73,0.2999267578125,True,True,True,[46 47],[0.7747748  0.00358423],100,100,28.992338180541992,28.992338180541992,32.87584449608857
490,185,74,0.2999267578125,True,True,True,[77 78],[0.8699187  0.00162778],117,117,26.526016235351562,26.526016235351562,39.67108224280905
491,185,85,0.29998779296875,True,True,True,[75 76],[0.82474226 0.00102987],174,174,36.86219787597656,36.86219787597656,42.466447443667164
492,185,87,0.2999267578125,True,True,True,[43 45],[0.84615386 0.00272183],150,150,30.632333755493164,30.632333755493164,41.63583775304626
493,186,53,0.4242683850979975,False,True,True,[3],[0.62],64,64,20.41632080078125,20.41632080078125,26.22559926978511
494,186,92,0.300018310546875,True,True,True,[44],[0.00527705],3,3,0.1705314815044403,0.1705314815044403,0.6258688410658009
495,186,93,inf,False,True,True,[43 44],[0.810219   0.01405623],107,127,22.14302635192871,28.199308395385742,37.54514379784962
496,186,119,0.29998779296875,True,True,True,[147 148],[0.76       0.00291971],46,46,15.160236358642578,15.160236358642578,18.12705153046773
497,186,130,0.6707658039680947,True,True,True,[149],[0.93636364],105,105,28.046159744262695,28.046159744262695,34.38268743854324
498,186,177,1.20001220703125,True,True,True,[45 73],[0.556701   0.34042552],57,92,21.787376403808594,42.49721145629883,46.601263603596564
499,187,103,0.2999267578125,True,True,True,[55 56],[0.7536232  0.00269542],62,62,13.692349433898926,13.692349433898926,39.48762142854384
500,188,68,0.2999267578125,True,True,True,[101 103],[0.12396694 0.0357462 ],118,118,28.371061325073242,28.371061325073242,36.42587362675975
501,188,86,0.29998779296875,True,False,True,[93 94],[0.75735295 0.01635514],92,116,18.662826538085938,25.756635665893555,33.687431072721985
502,190,37,0.300048828125,True,True,True,[19 20],[0.6981982 0.0009311],190,190,33.257080078125,33.257080078125,39.75483226186469
503,190,76,0.29998779296875,True,True,True,[44 45],[0.7889447  0.00181818],169,184,39.21424865722656,43.39019012451172,49.0899769732525
504,191,56,0.3000030517578125,True,True,True,[41 42],[0.8755981  0.00539811],201,201,36.454837799072266,36.454837799072266,44.76609521737631
505,191,75,0.29998779296875,True,True,True,[112 113],[0.67741936 0.02580645],73,73,19.283489227294922,19.283489227294922,22.7416075938478
506,191,78,0.29998779296875,True,True,True,[43 44],[0.8484849  0.01197605],32,32,11.717920303344727,11.717920303344727,17.452885983762958
507,191,97,0.29998779296875,True,True,True,[114 117],[0.6385542  0.00374392],63,74,12.199203491210938,16.127981185913086,17.727445901879744
508,191,101,0.29998779296875,True,True,True,[125 126],[7.6470590e-01 6.6666666e-04],78,78,13.260387420654297,13.260387420654297,18.30035224681582
509,191,116,0.2999267578125,True,True,True,[45 46],[0.80094784 0.00317797],187,198,37.32828903198242,40.63081359863281,45.547563218987264
510,192,37,0.3000030517578125,True,False,True,[4],[0.54077256],142,142,33.55558776855469,33.55558776855469,51.61813429501992
511,192,92,0.4243007545635366,True,True,True,[9],[0.73134327],52,52,11.916948318481445,11.916948318481445,13.880278167870088
512,193,42,0.29998779296875,True,True,True,[27 28],[0.83870965 0.00197044],89,89,27.692642211914062,27.692642211914062,34.64453564575975
513,193,67,0.4242036491853643,True,True,True,[62],[0.8309859],43,67,10.641119003295898,21.713191986083984,28.357861238868306
514,194,34,0.2999267578125,True,True,True,[57 58],[8.439716e-01 5.461496e-04],71,127,14.861355781555176,31.07683563232422,34.44016018728436
515,194,53,0.29998779296875,True,True,True,[43],[0.85227275],78,78,15.239517211914062,15.239517211914062,19.32777145792535
516,194,60,0.42421444001344266,True,True,True,[45 47],[8.820513e-01 3.277614e-04],182,182,35.122215270996094,35.122215270996094,46.37615807026481
517,194,61,0.2999267578125,True,True,True,[35 37],[0.7887324 0.0010395],51,66,15.902902603149414,20.282180786132812,28.55032582529018
518,194,62,0.2999267578125,True,True,True,[61 62],[0.7719298  0.00081037],54,54,18.805837631225586,18.805837631225586,28.96644937796004
519,194,69,inf,False,False,False,[],[],11,11,3.741834878921509,3.741834878921509,19.747281350503567
520,195,70,0.29998779296875,True,True,True,[82 86],[8.367347e-01 3.640335e-04],135,135,25.89217758178711,25.89217758178711,27.67066141937439
521,195,107,0.300018310546875,True,True,True,[28 29],[0.79850745 0.00588235],119,119,23.34186363220215,23.34186363220215,26.492795768716146
522,196,64,0.29998779296875,True,True,True,[29 30],[0.75949365 0.00193174],7,75,1.284944772720337,20.731779098510742,33.94075591937156
523,196,65,0.29998779296875,True,True,True,[77 78],[8.1294966e-01 6.1274512e-04],129,129,27.141883850097656,27.141883850097656,35.80654758099722
524,196,83,0.9000244140625,True,True,True,[31],[0.9159664],113,113,28.04897117614746,28.04897117614746,33.82816422847325
525,196,95,inf,False,True,True,[70],[0.8910891],65,95,15.06506633758545,24.762813568115234,44.857659593543254
526,197,26,0.29998779296875,True,True,True,[4 6],[0.8701299  0.00316206],113,147,22.0814208984375,28.896238327026367,34.30036289939608
527,197,27,0.5196381493437988,True,True,True,[35],[0.87777776],87,87,19.04242706298828,19.04242706298828,31.489962914859547
528,197,62,0.3000030517578125,True,True,True,[82 84],[8.487395e-01 6.263702e-04],106,106,27.371103286743164,27.371103286743164,30.41576122249062
529,197,77,0.29998779296875,True,True,True,[ 9 10],[0.77372265 0.0214425 ],67,131,14.2971773147583,32.37382507324219,39.01350943543527
530,198,36,0.29998779296875,True,True,True,[3 4],[0.87903225 0.00514801],9,121,2.0495333671569824,34.94765853881836,39.40110584897266
531,198,49,0.3000030517578125,True,True,True,[65 66],[0.7844828  0.00165563],65,100,22.962976455688477,30.915634155273438,39.03695528823748
532,198,55,0.29998779296875,True,True,True,[45 46],[0.7083333  0.00833912],51,141,14.104573249816895,36.621925354003906,44.15870504950499
533,199,69,0.2999267578125,True,True,True,[39 40],[0.80536914 0.00342466],134,134,32.54713439941406,32.54713439941406,43.33716361977323
534,200,108,0.29998779296875,True,True,True,[127 129],[0.848      0.00178492],66,118,16.20561981201172,29.62575912475586,40.66105271632497
535,200,109,0.29998779296875,True,False,True,[142 140 141],[0.57758623 0.26666668 0.00352113],85,110,41.10044860839844,48.22328567504883,54.42675641168321
536,200,181,0.29998779296875,True,True,True,[152],[0.8082192],85,127,17.94554901123047,28.173171997070312,30.851615175843587
537,201,40,0.2999267578125,True,True,True,[12 13],[0.8235294  0.01944445],177,177,34.03266906738281,34.03266906738281,43.73883204832788
538,201,42,inf,False,False,True,[93],[0.74418604],32,82,8.129007339477539,21.334579467773438,49.19573771991093
539,201,86,0.300048828125,True,True,True,[111 112 143],[0.7474227  0.05524862 0.00302801],177,177,33.840660095214844,33.840660095214844,36.08013105443956
540,201,128,0.2999267578125,True,True,True,[108 110],[0.11904762 0.01534772],42,42,7.202855110168457,7.202855110168457,49.57898544277115
541,203,72,0.3000030517578125,True,True,True,[62 63],[0.78571427 0.01941748],35,51,10.017931938171387,14.144058227539062,48.64590510298559
542,203,89,inf,False,False,True,[64],[0.5620438],24,110,7.884878158569336,35.30067825317383,50.243512299868044
543,203,90,0.29998779296875,True,True,True,[66 67],[0.6        0.00401606],29,29,5.688000679016113,5.688000679016113,7.472738033354535
544,203,125,0.2999267578125,True,True,True,[151 153],[0.8224852  0.03592815],160,160,29.468036651611328,29.468036651611328,39.52915817952254
545,203,173,0.29998779296875,True,True,True,[149 150],[0.8080808  0.00133156],92,92,21.14715576171875,21.14715576171875,23.379549470261253
546,204,26,0.2999267578125,True,True,True,[9],[0.73571426],91,121,19.83795928955078,27.81351089477539,37.26906390953664
547,204,46,0.7348419397049659,True,True,True,[17],[0.7894737],159,159,30.606138229370117,30.606138229370117,43.03719289690332
548,204,50,0.29998779296875,True,False,True,[59],[0.8041237],86,86,16.418060302734375,16.418060302734375,28.30806295255731
549,204,53,inf,False,True,False,[],[],12,12,4.210430145263672,4.210430145263672,45.16313487687646
550,204,58,0.29998779296875,True,True,True,[15 16],[7.2000003e-01 3.0184124e-04],43,43,11.170969009399414,11.170969009399414,16.81313605161809
551,204,69,0.29998779296875,True,False,True,[67 64],[0.5694444  0.01612903],62,62,21.284725189208984,21.284725189208984,33.39369749898463
552,204,71,0.3000030517578125,True,True,True,[61 63],[0.8807947  0.00132406],146,146,33.91448211669922,33.91448211669922,42.91649382974909
553,205,72,0.29998779296875,True,True,True,[86],[0.8198758],147,147,33.81410217285156,33.81410217285156,43.236357640376106
554,205,75,0.300048828125,True,False,True,[63 68],[0.2888889  0.00554236],44,44,9.776165008544922,9.776165008544922,37.76474210032818
555,206,27,0.300048828125,True,True,True,[82],[0.8],64,64,12.839762687683105,12.839762687683105,15.008665230742578
556,206,71,0.29998779296875,True,True,True,[46],[0.35714287],35,35,9.985507011413574,9.985507011413574,49.829329748277225
557,207,42,0.29998779296875,True,True,True,[19 20],[0.83439493 0.00142248],124,149,33.677406311035156,38.55516052246094,48.12236806169654
558,207,50,0.4242036491853643,True,True,True,[72 74],[0.7934272  0.00753769],186,197,35.51434326171875,39.05612564086914,50.1798992730402
559,207,66,0.3000030517578125,True,False,True,[0 4 3],[6.4625853e-01 2.7083334e-01 3.9999999e-04],132,143,36.00212097167969,39.26023483276367,51.70343020368115
560,207,80,0.3000030517578125,True,False,True,[5 7],[8.5430461e-01 2.3402761e-04],100,143,30.61823844909668,41.68438720703125,46.47215225439042
561,208,40,0.3000030517578125,True,True,True,[81 82],[9.039548e-01 5.005005e-04],165,165,34.78449249267578,34.78449249267578,41.58035837540889
562,208,47,0.3000030517578125,True,True,True,[36 68 37],[0.6779661  0.11111111 0.00597826],107,117,28.265220642089844,33.161537170410156,35.94539416633967
563,208,97,0.29998779296875,True,True,True,[130 131],[0.8607595 0.0042735],75,75,13.21903133392334,13.21903133392334,17.811405123908322
564,208,135,0.424289965930668,True,True,True,[113],[0.77952754],104,104,29.044353485107422,29.044353485107422,40.607830610653636
565,209,33,0.300048828125,True,True,True,[67 68],[0.82954544 0.00125313],82,82,23.78699493408203,23.78699493408203,25.042213711782644
566,209,43,0.29998779296875,True,False,True,[63 66],[0.71707314 0.00226449],168,186,34.633087158203125,39.2082633972168,48.30661677430494
567,209,68,0.29998779296875,True,True,True,[69 72],[7.0833331e-01 3.0120483e-04],65,65,20.226882934570312,20.226882934570312,34.13359351973388
568,209,70,0.29998779296875,True,True,True,[8 9],[0.6453202  0.01384083],184,184,37.581787109375,37.581787109375,48.30317979614197
569,210,45,0.2999267578125,True,True,True,[93 94],[0.86868685 0.00111857],176,187,32.362937927246094,35.66967010498047,42.60555287673857
570,210,59,0.300048828125,True,True,True,[111 112],[0.9465241  0.00234192],183,183,38.606361389160156,38.606361389160156,41.7833098343531
571,210,81,0.29998779296875,True,False,True,[19 20],[8.5430461e-01 8.4961765e-04],128,144,25.74647331237793,32.683494567871094,47.19951045525584
572,210,95,0.2999267578125,True,True,True,[108 106 110],[0.8515625  0.04201681 0.00769231],119,119,31.746686935424805,31.746686935424805,39.68038951273929
573,210,119,0.29998779296875,True,True,True,[40  2 43],[0.71153843 0.08910891 0.00227618],88,100,25.73513412475586,29.175308227539062,37.15962124545943
574,211,46,0.29998779296875,True,True,True,[127],[0.8274112],174,174,33.24160385131836,33.24160385131836,37.545106700153696
575,211,66,1.0817060102274327,True,True,True,[83],[0.814433],107,178,23.374691009521484,40.31250762939453,50.44020433238451
576,211,109,0.29998779296875,True,True,True,[130 132],[0.78504676 0.00233411],95,95,23.436819076538086,23.436819076538086,31.23253777472611
577,211,135,0.29998779296875,True,True,True,[133 135],[0.8363636  0.00144561],149,149,25.103281021118164,25.103281021118164,42.84521813505068
578,212,27,0.29998779296875,True,False,True,[64 67],[8.5937500e-01 2.3142791e-04],27,61,10.467598915100098,22.741348266601562,47.56800048793669
579,212,79,0.4242468053627785,True,True,True,[7 9 8],[0.74452555 0.0859375  0.00165153],101,128,24.770000457763672,35.10988235473633,51.7041155108101
580,213,86,0.29998779296875,True,True,True,[106 107],[0.84246576 0.00638978],123,137,24.079204559326172,28.15725326538086,32.257147444519205
581,214,46,0.3000030517578125,True,True,True,[61 65],[0.7628866  0.00177725],91,91,28.950944900512695,28.950944900512695,31.536246659451407
582,214,100,0.29998779296875,True,True,True,[141 142],[7.4242425e-01 5.1975052e-04],111,111,21.34103012084961,21.34103012084961,32.62161613465909
583,214,159,0.29998779296875,True,True,True,[56 57],[0.7724138 0.0017331],122,122,29.01497459411621,29.01497459411621,49.15391106731047
584,215,66,0.29998779296875,True,True,True,[ 33 116],[0.79268295 0.00803506],128,151,24.73382568359375,29.42294692993164,40.607098381563226
585,215,82,0.29998779296875,True,True,True,[61],[0.904],118,118,27.51127815246582,27.51127815246582,30.289854021868727
586,215,115,0.29998779296875,True,True,True,[59],[0.89637303],183,183,36.03130340576172,36.03130340576172,41.04527726364004
587,215,123,0.29998779296875,True,True,True,[139 140],[0.26666668 0.06343284],57,57,15.074827194213867,15.074827194213867,20.32309652092778
588,215,146,inf,False,False,True,[134],[0.84615386],72,87,19.19275665283203,23.163232803344727,37.34328253788895
589,215,147,0.2999267578125,True,False,True,[53],[0.21606119],146,146,23.223690032958984,23.223690032958984,35.078463938338835
590,216,43,0.2999267578125,True,False,True,[91 92],[0.3956044  0.03515264],84,84,16.556163787841797,16.556163787841797,17.115295474174868
591,216,95,0.29998779296875,True,True,True,[67 69],[0.79908675 0.00098039],159,202,26.557861328125,36.68733215332031,46.82632976022113
592,217,26,0.29998779296875,True,True,True,[60 61],[9.1509432e-01 8.4388186e-04],207,207,43.639854431152344,43.639854431152344,49.593113726284415
593,218,83,0.3000030517578125,True,True,True,[48 46 45 49],[0.3968254  0.33613446 0.08333334 0.00353982],35,118,12.920226097106934,35.41023635864258,49.78046427696935
594,218,85,0.29998779296875,True,True,True,[72 73],[0.8242424  0.00248963],159,159,42.513851165771484,42.513851165771484,49.189420917317975
595,218,95,0.3000030517578125,True,True,True,[50 53],[0.79792744 0.00175387],155,174,36.01044464111328,41.899009704589844,45.44785035521369
596,219,35,0.29998779296875,True,True,True,[11 12],[0.7904762 0.0017331],7,91,3.4134740829467773,26.82930564880371,34.3217799179883
597,219,52,0.29998779296875,True,True,True,[1 2],[0.62142855 0.2112676 ],31,129,8.690625190734863,27.992515563964844,32.74807732089542
598,219,66,0.3000030517578125,True,True,True,[13 14],[0.8214286  0.00102407],55,103,12.989280700683594,24.221553802490234,30.161300086590657
599,219,100,0.29998779296875,True,False,True,[53 54],[0.6363636 0.0026178],107,107,25.903076171875,25.903076171875,47.463462798004436
600,220,46,0.3000030517578125,True,True,True,[65 66],[0.54545456 0.00520833],64,64,16.22777557373047,16.22777557373047,18.72624344205294
601,220,115,0.3000030517578125,True,True,True,[63],[0.8744186],201,201,39.849021911621094,39.849021911621094,47.049496892489366
602,222,51,0.300048828125,True,False,True,[37],[0.6846154],116,116,22.66478157043457,22.66478157043457,31.552793873201146
603,222,109,0.9000244140625,True,True,True,[99],[0.77884614],95,95,18.686864852905273,18.686864852905273,26.501123999613565
604,222,127,0.29998779296875,True,True,True,[83],[0.8057143],103,151,20.72169303894043,31.90000343322754,45.45531255468522
605,223,124,0.29998779296875,True,False,True,[7 8 9],[0.4950495  0.28421053 0.00743494],50,92,12.540005683898926,30.12202262878418,35.71817085949731
606,223,143,0.2999267578125,True,True,True,[125],[0.8355263],135,135,30.011077880859375,30.011077880859375,36.57868196579546
607,224,37,0.600006103515625,True,True,True,[118 119],[0.87       0.00249377],95,95,26.164234161376953,26.164234161376953,32.45165037012302
608,224,63,0.29998779296875,True,True,True,[2 3],[0.7692308  0.00085106],49,67,19.713098526000977,26.947614669799805,44.16212234863357
609,224,128,1.5,True,True,True,[57 86],[0.7        0.19277108],82,82,31.77586555480957,31.77586555480957,44.563909313253156
610,225,69,0.29998779296875,True,True,True,[57 58],[0.7079646  0.00301659],95,95,17.893169403076172,17.893169403076172,33.36528079030742
611,225,70,0.3000030517578125,True,True,True,[13 14],[0.75438595 0.0010744 ],51,95,15.711343765258789,32.85322189331055,39.91779831618514
612,225,117,0.29998779296875,True,True,True,[104 105],[0.67058825 0.02757502],163,163,41.802894592285156,41.802894592285156,48.319841697132446
613,226,67,0.29998779296875,True,True,True,[29 30],[0.7621951  0.00159744],108,145,20.262439727783203,28.81958770751953,32.8965847480225
614,226,148,inf,False,True,True,[105],[0.18227848],186,186,39.83244705200195,39.83244705200195,48.035878097255875
615,226,170,0.300018310546875,True,True,False,[],[],6,6,0.3753051161766052,0.3753051161766052,0.6258688410658009
616,226,171,inf,False,True,True,[31 32],[0.7948718  0.00539957],168,168,34.62272644042969,34.62272644042969,46.34915465293299
617,227,43,0.4242468053627785,True,True,True,[26],[0.77300614],96,144,23.636920928955078,35.726234436035156,41.67031925901821
618,227,85,0.4242468053627785,True,False,True,[95 98],[0.725      0.00280899],73,73,17.621408462524414,17.621408462524414,41.83579556130389
619,228,48,inf,False,False,True,[ 7 30],[0.6571429  0.20289855],47,67,14.672548294067383,23.390342712402344,48.157475565161086
620,228,55,0.29998779296875,True,True,True,[68 69],[0.76836157 0.00276243],35,166,8.609057426452637,34.23898696899414,42.3678074277155
621,228,56,0.3000030517578125,True,True,True,[16 17],[7.80000e-01 5.78369e-04],134,134,28.941986083984375,28.941986083984375,39.95520529323371
622,228,57,0.3000030517578125,True,False,True,[14 15],[0.8        0.00140252],80,80,19.189281463623047,19.189281463623047,27.41978736052578
623,229,65,0.29998779296875,True,True,True,[16 17],[0.68       0.00167645],79,79,15.504194259643555,15.504194259643555,22.804837531618052
624,229,74,0.29998779296875,True,True,True,[ 9 15],[0.65       0.00457178],88,158,24.46356773376465,40.1577262878418,46.811025480447725
625,230,32,inf,False,False,True,[97],[0.9310345],54,54,11.46385383605957,11.46385383605957,21.75337537967264
626,230,52,0.29998779296875,True,True,True,[25 26],[0.46666667 0.00293513],31,59,7.52162504196167,15.308245658874512,19.253021370935432
627,231,35,0.2999267578125,True,True,True,[50 51],[0.7671233  0.00287081],125,142,25.74672508239746,30.211002349853516,37.48817531876546
628,231,37,0.4242683850979975,True,True,True,[35 36],[0.6111111  0.00843882],104,104,18.734397888183594,18.734397888183594,22.228975750407866
629,231,46,1.5296914917890856,True,True,True,[52],[0.8604651],146,157,30.909015655517578,35.17449951171875,40.82815615264669
630,231,53,0.29998779296875,True,True,True,[32 34],[8.230769e-01 7.122507e-04],103,122,17.67915153503418,22.151538848876953,26.96631049688727
631,231,57,1.20001220703125,True,True,True,[45],[0.8203593],133,153,25.34335708618164,31.094924926757812,39.29101677594321
632,232,64,0.3000030517578125,True,True,True,[22],[0.6729858],160,160,27.730865478515625,27.730865478515625,47.176486480562865
633,233,18,0.29998779296875,False,True,True,[49],[0.8110236],114,114,33.90460205078125,33.90460205078125,38.267361388035916
634,233,30,inf,False,False,True,[43],[0.82857144],62,62,12.10720443725586,12.10720443725586,45.049487288592786
635,233,44,0.3000030517578125,True,True,True,[51 52],[7.8571427e-01 5.6338031e-04],138,149,28.297046661376953,36.33077621459961,40.52346634535453
636,234,29,inf,False,True,True,[33 37],[0.82417583 0.03603604],86,86,26.726003646850586,26.726003646850586,45.43198872029022
637,234,33,0.9949975598122411,True,True,True,[25 27],[0.60305345 0.264     ],105,119,23.459182739257812,28.455204010009766,32.04256862203923
